commit_id,lines_added,lines_removed,lines_modified,files_changed,project,commit_role
cac9b50b0d75a1d50d6c056ff65c005f3224c8e0,5,0,0,1,linux,BFC
087cdfb662ae50e3826e7cd2e54b6519d07b60f0,332,0,1,7,linux,BIC
130b62f74af3600897714045fcab553f01f46df4,30,0,7,1,linux,BFC
757188005f905664b0186b88cf26a7e844190a63,3,0,2,1,linux,BFC
745cfeaac09ce359130a5451d90cb0bd4094c290,8,16,9,1,linux,BFC
9d659ae14b545c4296e812c70493bfdc999b5c1c,96,0,23,1,linux,BIC
a1db217861f33b8d9ea8171bcacee51186e2d5ba,10,1,17,10,linux,BIC
b84106b4e2290c081cdab521fa832596cdfea246,15,0,0,2,linux,BIC
143fefc8f315cd10e046e6860913c421c3385cb1,0,0,1,1,linux,BFC
09df0b3464e528c6a4ca2c48d9ff6d2fd7cbd775,6,8,9,1,linux,BIC
40cab6e88cb0b6c56d3f30b7491a20e803f948f6,23,4,5,2,linux,BIC
323a53c41292a0d7efc8748856c623324c8d7c21,10,0,4,3,linux,BIC
a8348bca2944d397a528772f5c0ccb47a8b58af4,3,0,7,1,linux,BIC
90c1cba2b3b3851c151229f61801919b2904d437,0,5,12,1,linux,BIC
ab50cb9df8896b39aae65c537a30de2c79c19735,6,2,14,1,linux,BIC
0794d601d1748b007dc338127232e74c19fd1337,471,973,236,10,linux,BIC
806e30873f0e74d9d41b0ef761bd4d3e55c7d510,1,0,0,1,linux,BFC
55e56f06ed71d9441f3abd5b1d3c1a870812b3fe,28,2,1,1,linux,BFC
314b781706e337b8cbde98cfefd3975863e032f2,0,0,4,1,linux,BFC
a8d218f4fe8116395e4c4a13b63029ecf00d4035,18,0,1,1,linux,BIC
12c5e81d3fd0a690c49dfe1c3a99bf80a24075c7,116,43,51,2,linux,BIC
96cb4342382290c935d933a08feb57d6d0183071,15,0,9,1,linux,BIC
3de81b758853f0b29c61e246679d20b513c4cfec,27,2,0,3,linux,BFC
067d2521874135267e681c19d42761c601d503d6,1,0,0,1,linux,BFC
e705968dd687574b6ca3ebe772683d5642759132,8,8,1,1,linux,BFC
ffd5939381c609056b33b7585fb05a77b4c695f3,23,0,9,1,linux,BFC
499aa923c56769274f81e60414b8de4912864b8d,0,0,1,1,linux,BFC
ca96534630e2edfd73121c487c957b17eca3b7d7,4,0,0,1,linux,BFC
86e39e04482b0aadf3ee3ed5fcf2d63816559d36,64,31,23,4,linux,BIC
2e36e140b8b8de4023dd0b85e099567ee88cf872,7,0,0,1,linux,BIC
177757423fde68a6ce773d2b67b468fbd8367bbc,1,0,1,1,linux,BFC
6d86750ce62391f5a0a7985d5c050c2e3c823ab9,6,4,0,1,linux,BFC
a6db4494d218c2e559173661ee972e048dc04fdd,38,0,5,3,linux,BIC
08d90c81b714482dceb5323d14f6617bcf55ee61,0,0,1,1,linux,BFC
5918045c4ed492fb5813f980dcf89a90fefd0a4e,58,41,44,8,linux,BIC
b31288fa83b2bcc8834e1e208e9526b8bd5ce361,174,0,1,6,linux,BIC
efa14c3985828da3163f5372137cb64d992b0f79,15,0,3,1,linux,BIC
6bda7073f335db261345d403123d9a8c0bc1e36b,0,0,1,1,linux,BFC
51964015565d302fda63ce84ef151e1c9a5939cc,0,0,1,1,linux,BFC
147ab5376f18045da9f22a8262185707745bbf77,2,0,0,1,linux,BFC
78c1da52704853bcc57399ca76b5b6e9e08ca627,0,1,1,1,linux,BFC
2be2eb02e2f5a096c351e5b70c46cfef259dabcd,10,0,0,1,linux,BIC
e8c66efbfe3a2e3cbc573f2474a3d51690f1b857,117,63,70,3,linux,BIC
779596ce6a79e187995f04f143fc5ea44a565ea9,0,1,5,1,linux,BFC
8c3fffe3993b06dd1955a79bd2f0f3b143d259b3,0,0,2,1,linux,BFC
6e2020977e3e692a8bb31258c1f8251521f4fdb7,22,1,3,2,linux,BIC
2dd2111d0d383df104b144e0d1f6b5a00cb7cd88,5,0,2,1,linux,BFC
94423589689124e8cd145b38a1034be7f25835b2,2,0,0,1,linux,BFC
b92675f4a9c02dd78052645597dac9e270679ddf,0,0,1,1,linux,BFC
c9f9eba06629cd813c21df3327a1013ad092e988,61,0,0,1,linux,BIC
9a9e9a1edee8c5d81f7b6a73ab3c312c0dddf476,13,0,18,1,linux,BIC
1bcc1fd64e4dd903f4d868a9e053986e3b102713,3,3,0,1,linux,BFC
68118e0e73aa3a6291c8b9eb1ee708e05f110cea,7,0,5,1,linux,BFC
58eefe2f3f53f294cdb5a2b6121973b5ae508f01,15,0,3,1,linux,BIC
d342894c5d2f8c7df194c793ec4059656e09ca31,1233,0,0,2,linux,BIC
8a208b24d770c3db0099090a1ad62c848c363123,5,0,21,1,linux,BIC
5d8a83f099413432629e613a98e6cbcd12a02e5c,132,0,0,5,linux,BIC
8f7d99ba85d4d7118a6cf2d0ed9c2ff8e6528679,10,0,1,1,linux,BFC
49c4959f04b587c8909b33adca4066995c768d60,8,2,9,2,linux,BIC
bcc46cb8a077c6189b44f1555b8659837f748eb2,2,0,1,1,linux,BFC
5f5ad9ced33621d353be6429c3900f8a526fcae8,2,0,0,1,linux,BFC
2cffaeff083fafeefb1daee7b443f7381eca5b2f,3,0,2,1,linux,BIC
69f594a38967f4540ce7a29b3fd214e68a8330bd,9,0,6,4,linux,BIC
553448f6c4838a1e4bed2bc9301c748278d7d9ce,89,1668,306,12,linux,BIC
43b169db184184e1df8dea198d454a06602c5150,777,0,0,2,linux,BIC
3f141ad617458a1dcbd8a473acb7d05fb35ac545,0,0,8,1,linux,BFC
9ff3483e5c552311676369b31bc64f0e8208fcd2,0,4,2,1,linux,BFC
fd981e3c321a7e8661e06fa6077aea89e8228c3a,1404,0,0,1,linux,BIC
80f9642724af5dfab7d330481fa22e07fde084da,4,1,2,1,linux,BIC
c4f6699dfcb8558d138fe838f741b2c10f416cf9,424,0,0,9,linux,BIC
2a362249187a8d0f6d942d6e1d763d150a296f47,4,2,0,1,linux,BFC
cad0e39023b43d94d5e38dfd55c103e15bdd093d,0,0,6,1,linux,BFC
1479e3d3b7559133b0a107772b5841e9c2cad450,0,0,2,1,linux,BFC
026a4c28e1db3b0cb99cd9a3e495d4a8b632fa74,43,0,0,1,linux,BIC
fd6720aefde06eacf17404eed2cad65c6ec103e1,10,0,4,2,linux,BFC
45842abbb292338d7d328c40bae411218242d2cd,374,179,8,7,linux,BIC
bdc120a2bcd834e571ce4115aaddf71ab34495de,0,0,2,1,linux,BFC
5790eabc6e7c3ce2d6ca2e3bbf4de467ce2b64b3,17,0,6,1,linux,BFC
c5be12e45940f1aa1b5dfa04db5d15ad24f7c896,0,3,2,1,linux,BFC
62d591a8e00cc349e6a9efb87efac9548f178624,563,461,14,4,linux,BIC
4178417cc5359c329790a4a8f4a6604612338cca,14,6,10,1,linux,BFC
f7cf25b2026dc8441e0fa3a202c2aa8a56211e30,46,6,19,1,linux,BIC
a55a9a4c5c6253f6e4dea268af728664ac997790,2,0,1,1,linux,BFC
c7cebce984a24cb2f6d5acfd404bd4629a2ca5fa,117,24,119,1,linux,BIC
d77e745613680c54708470402e2b623dcd769681,31,11,25,3,linux,BIC
90f94660e53189755676543954101de78c26253b,1,0,1,1,linux,BFC
de5ff3c9d1a2d6ecbe4b8d29565430e7ce29bac2,38,0,1,4,linux,BIC
44e602b4e52f70f04620bbbf4fe46ecb40170bde,11,0,10,1,linux,BIC
3b1c5d9659718263c7f9c93af82f98221c58f171,19,0,0,3,linux,BIC
e4dd27aadd205417a2e9ea9902b698a0252ec3a0,79,0,5,10,linux,BFC
995d304774966bf1e3013b5bf7df554b3d807b17,71,0,13,1,linux,BIC
c2707a25562343511bf9a3a6a636a16a822204eb,69,0,2,6,linux,BIC
e8e3edb95ce6a146bc774b6cfad3553f4383edc8,31,56,28,6,linux,BIC
672ad0ede179b129ad1c9dbc080a8b808cce510c,34,36,13,4,linux,BFC
a97d97bac49da1b46b7e6a13806fc542430e2a80,4,0,4,1,linux,BFC
865308373ed49c9fb05720d14cbf1315349b32a9,0,0,1,1,linux,BFC
dc99f600698dcac69b8f56dda9a8a00d645c5ffc,250,0,5,2,linux,BIC
2264d9c74dda1b6835ab7858204073547457dfd0,224,0,0,2,linux,BIC
eb2ec49606c2a02d6382d56a0e19f34e515fde3f,38,0,1,2,linux,BIC
572f2a5cd9742c52f6d4d659409180168a169a24,319,213,208,11,linux,BIC
e0cf615d725cb3b69f0bdf1d8afdd4d4c31b4fd1,7,5,0,5,linux,BIC
a225daf72ee7885ec897e5624b399a024723246f,22,0,0,2,linux,BIC
27e16501052e5341934d3d327d580dc9a90f1212,14,0,3,1,linux,BIC
835d722ba10ac924adba1e8a46f2d80955222b4b,794,0,0,6,linux,BIC
3b6f409547fbeeae9381a1dd3473a2c9ea9e988a,64,4,6,3,linux,BIC
3dab6bd526871b9265c4374a5f30792bafa287e9,549,22,5,2,linux,BIC
d98e0929071e7ef63d35c1838b0ad0805ae366dd,3,9,3,2,linux,BFC
979d9cbe75b922ab1695b8ad5576115774f72e62,6,0,1,1,linux,BFC
aa1221b2584f06066d1e6b22ef7950fb12d94864,1,0,0,1,linux,BFC
b77413446408fdd256599daf00d5be72b5f3e7c6,6,1,1,1,linux,BFC
f7d11e93ee97a37da1947b7c4e1794705a6f360c,1,59,62,1,linux,BIC
b53deef054e58fe4f37c66211b8ece9f8fc1aa13,31,0,3,3,linux,BFC
637d3e99735102f06c3eee095d2bbebf1863ca24,15,1,1,2,linux,BIC
2d691aeca4aecbb8d0414a777a46981a8e142b05,20,0,1,1,linux,BFC
c3f4a6c39cf269a40d45f813c05fa830318ad875,1,0,1,1,linux,BFC
9132a2e82adc6e5a1c7c7385df3bfb25576bdd80,3,0,0,1,linux,BIC
c69565ee6681e151e2bb80502930a16e04b553d1,1,0,0,1,linux,BFC
9e45a3e36b363cc4c79c70f2b4f994e66543a219,0,3,1,1,linux,BFC
cdafdc29ef75a5bca300cada5fd4a205d5ef29cf,24,1,1,3,linux,BIC
680ec0549a055eb464dce6ffb4bfb736ef87236e,2,0,1,1,linux,BFC
96611c26dc351c33f73b48756a9feacc109e5bab,0,2,5,1,linux,BFC
441a681b8843474c9796b50c35794ff102701f37,17,0,7,1,linux,BFC
732d06e9d9cf96c39cd1c0cd16472930a5583bb7,62,44,1,1,linux,BIC
cb7181ff4b1ca1e4a9dbea8a3982142ce4ed73fd,0,15,1,1,linux,BIC
da9d35e2f2e60bb1256691bb9014a69084ea62d0,16,0,4,1,linux,BFC
48667f676189eccfe9b7ac3a31772d55d6da40e5,44,56,70,5,linux,BIC
4d79e042ed8b45e01bcec90de6b0c79c6c29d2b5,11,0,12,5,linux,BIC
d532cc7efdfd7bf4b9e1c287d823e584843f1de1,4,0,2,1,linux,BFC
1876bb923c98c605eca69f0bfe295f7b5f5eba28,508,0,13,2,linux,BIC
872f27103874a73783aeff2aac2b41a489f67d7c,3,0,1,1,linux,BFC
04abb6de28250d619ec5aa53695f12a1e4265e1a,37,0,4,3,linux,BIC
4d4a223a86afe658cd878800f09458e8bb54415d,0,1,7,1,linux,BFC
6ccb72f8374e17d60b58a7bfd5570496332c54e2,1,0,1,1,linux,BFC
3cc9ffbb1f51eb4320575a48e4805a8f52e0e26b,0,0,1,1,linux,BFC
313d21eeab9282e01fdcecd40e9ca87e0953627f,90,35,15,6,linux,BIC
c2b0e8455eb76135f505dda81a8869e60f37a861,0,0,1,1,linux,BFC
2873c3f0e2bd12a7612e905c920c058855f4072a,0,0,1,1,linux,BFC
1ed199a41c70ad7bfaee8b14f78e791fcf43b278,0,0,1,1,linux,BFC
b61a5eea5904198d45e775c342be010a23decbe3,29,101,18,6,linux,BIC
8854700115ecf8aa6f087aa915b7b6cf18090d39,373,0,1,5,linux,BIC
0404abb221d16fa9c56139bf83929f034a2007f3,0,0,1,1,linux,BFC
729e01260989cc06c8a78491b46545793aef323a,3,3,10,1,linux,BIC
d115837259ada33cb66e8fedc365d58d2cc8df38,349,0,0,1,linux,BIC
12bc8dfb83b5292fe387b795210018b7632ee08b,3,2,1,2,linux,BFC
066bc3576e653b615ee3f5230a89d69c8ebeeb71,5,0,0,1,linux,BFC
8c1a8f12f4a3b4223348a109f2f5c8d46819a691,0,0,1,1,linux,BFC
ff59909a077b3c51c168cb658601c6b63136a347,2,0,1,1,linux,BFC
2bc4298f59d2f15175bb568e2d356b5912d0cdd9,15,7,6,1,linux,BFC
8bb2dde069d860e7ea379862a7d0e8ee01cec5e9,0,3,1,1,linux,BFC
12f92866f13f9ca12e158c07978246ed83d52ed0,0,5,1,1,linux,BFC
aea1ae8760314e072bf1b773521e9de5d5dda10d,3,0,2,1,linux,BFC
076b0936e5fb8dd5513c1472a2c1d487b64d1580,224,6,30,5,linux,BIC
2ed46ce45ec02f6b2188419acdf372a144e06fb5,2,0,0,1,linux,BFC
858f1299fd6f7518ddef19ddd304c8398ac79fa5,1,0,0,1,linux,BFC
5a70524bbf3b2764a2e2cd32f5109fd22c8a135f,1,3,0,1,linux,BFC
ffb0abd7e9cb22714d86ad8a60babd7b05ebdc06,679,8,1,4,linux,BIC
c043ff2cfb7f6fdd9a1cb1a7ba3800f19b70bf65,45,9,25,8,linux,BIC
6cb67bea945bdf0ad40e633cd2d9fbeb0855675b,0,0,2,1,linux,BFC
968ae2caad0782db5dbbabb560d3cdefd2945d38,3,0,0,1,linux,BFC
6035152d8eebe16a5bb60398d3e05dc7799067b0,27,0,5,1,linux,BIC
4c02cba18cc9de672a554ddda4f23dec8cb4b48e,7,6,0,1,linux,BFC
060eabe8fbe726aca341b518366da4d79e338100,13,0,3,3,linux,BIC
4dc2a3cd27856531cf92762fea2eb9468efe552f,3,0,18,1,linux,BFC
27862d5a3325bc531ec15e3c607e44aa0fd57f6f,2,2,0,1,linux,BFC
768ad6d80db2dbbb1bfbb5e616d701a0b560f12a,28,21,1,1,linux,BIC
e8dc4e885c459343970b25acd9320fe9ee5492e7,10,15,1,1,linux,BFC
39013bd60e79148961583402ed70bd105f95d260,17,0,0,1,linux,BIC
b4cc2dcc9c7c9cea293d1fa6a7b91876c8f23bdf,2,7,3,1,linux,BIC
8000d1fdb07e365e6565c2415aefdfed15413794,4,3,3,2,linux,BIC
b489a2000f19e414710d2887fe3e24e903242766,0,0,4,1,linux,BFC
c97dce792dc8da9d934931b7a05c253371472e09,190,2,4,1,linux,BIC
fb09692e71f13af7298eb603a1975850b1c7a8d8,112,0,0,1,linux,BIC
a3af66f51bd0bca72881ead4bf2bd19cb366582b,14,0,0,1,linux,BFC
548da08fc1e245faf9b0d7c41ecd8e07984fc332,0,0,1,1,linux,BFC
0852e455238f8550fa92b1e40355eb2c6805787e,1,0,9,1,linux,BFC
1b30dbde8596ca8de2497c2a50d5381dfe62ee8c,61,0,9,4,linux,BIC
49c03096263871a68c9dea3e86b7d1e163d2fba8,5,0,3,1,linux,BFC
ee6625a948d2e47267ec8fd97307fdd67d0f8a5b,0,0,1,1,linux,BFC
c79f01b6eb5dc708573002fb3ba270918bcd1d32,1,0,1,1,linux,BFC
c7059c5ac70aea194b07b2d811df433eb0ca81b5,225,0,0,2,linux,BIC
d5a50e6bd1972c481f82befa846dce0b9866f025,0,0,2,1,linux,BFC
7195439d1d71bc4a6c33cfb57bc669a7cd041041,6,5,3,3,linux,BFC
105f1a65b04a8f4f7abec11b200b1fb54f3d4b46,0,3,0,1,linux,BFC
5fa8bbda38c668e56b0c6cdecced2eac2fe36dec,0,5,13,1,linux,BFC
6a06bdbf7f9c669743f58084991ba280f2925586,0,0,2,1,linux,BIC
929f45e32499171ce3e5a15db972256eac513ad7,0,34,15,4,linux,BIC
dd767856a36e00b631d65ebc4bb81b19915532d6,52,0,2,1,linux,BIC
e44565f62a72064e686f7a852137595ec94d78f2,0,2,5,1,linux,BFC
9253d71011c349d5f5cc0cebdf68b4a80811b92d,6,0,0,1,linux,BFC
989534cfcac89f927fa46b1e0861d92ffbd2c7e4,0,0,1,1,linux,BFC
d64d80a2cde94f3e89caebd27240be419fec5b81,21,16,29,1,linux,BIC
e1bc204894eae69b153eb63d9fd65414466fb639,1,0,1,1,linux,BIC
072f1f9168ed67d6ddc94bb76b1dfc04795062b4,55,0,11,4,linux,BIC
6670acacd59eb72acfe5d69c966b5d2724cc521b,73,0,10,2,linux,BIC
a834a36b57d93b31f683a5d2cf7d87e3e617cb70,210,0,2,3,linux,BIC
86f7ef77315687df144042762325c53d9a3a28c9,24,0,2,2,linux,BIC
ef3935eeebffcad148edeb81021733c262db9970,145,0,0,2,linux,BIC
4c2ef25fe0b847d2ae818f74758ddb0be1c27d8e,51,13,13,3,linux,BIC
c5ad04dd44437223cd7b6e6a7a9777bcb2762fff,0,0,1,1,linux,BFC
efb86fede98cdc70b674692ff617b1162f642c49,5,0,1,2,linux,BFC
fee060cd52d69c114b62d1a2948ea9648b5131f9,9,2,10,1,linux,BFC
1c021bb717a70aaeaa4b25c91f43c2aeddd922de,6,0,2,1,linux,BFC
20b6cc34ea74b6a84599c1f8a70f3315b56a1883,50,0,32,1,linux,BIC
9987151a90567785beebcbd5c8ac58d05f254137,4,0,1,1,linux,BFC
6419f818ababebc1116fb2d0e220bd4fe835d0e3,0,0,6,1,linux,BFC
c7b5a4e6e8fbef8fdf2c529f953000d24c561339,0,9,13,1,linux,BIC
8dbab94d45fb1094cefac7956b7fb987a36e2b12,0,0,33,1,linux,BFC
352e683b72e79dbd46cbde528eb91e228e88267a,3,0,0,1,linux,BIC
7c31e54aeee517d1318dfc0bde9fa7de75893dc6,22,5,5,1,linux,BFC
0ea820cf9bf58f735ed40ec67947159c4f170012,179,174,111,12,linux,BIC
a7ed5b3e7dca197de4da6273940a7ca6d1d756a1,4,0,0,1,linux,BFC
7f327080364abccf923fa5a5b24e038eb0ba1407,4,0,4,1,linux,BFC
866b7a278cdb51eb158cd8513bc7438fc857804a,4,0,0,1,linux,BFC
08a1d26eb894a9dcf79f674558a284ad1ffef517,2,0,0,1,linux,BFC
deebea35d6999e12d335febe9ea45334b8010902,72,0,4,6,linux,BIC
7ae7ad2f11ef476b5e92f1d7dc4c5dd9194c4d5f,0,6,5,1,linux,BIC
25636e282fe95508cae96bb27f86407aef935817,11,0,1,1,linux,BIC
dd6230ba1d6b413f1a60301dbd554b90870aabc6,0,0,1,1,linux,BFC
e4acf4274169fb6106d4ac854c87071b9764a00d,2,0,0,1,linux,BFC
d3d04f6c330a60ce7170a1076b06f31c77ba7873,817,0,0,2,linux,BIC
a1d1e9be5a1dafe0ddc2181a9201c2ae29c71eff,2,0,0,1,linux,BFC
04758386757c1ef339b18d996976911be61d5efb,0,0,22,1,linux,BFC
b9d17175aeb984eba10d98b623b92488e9c8ece0,0,0,1,1,linux,BFC
a8983d01f9b7d600fbdb3916899edf395954cc83,54,1,15,1,linux,BFC
1ede5cb88a29bba1aad1b68965c5fc8e00b20ed9,139,3,13,1,linux,BIC
c84836d7f6509141d5be31cc7a1028228fe0545a,27,0,15,1,linux,BIC
8161e9626b50892eaedbd8070ecb1586ecedb109,14,0,2,1,linux,BFC
7f699bd14913423ce971f7b8d725448093eaa51a,594,0,0,1,linux,BIC
03779df928a6b34e18b28c17c94627fe014304b3,0,0,6,1,linux,BFC
88095e7b473a3d9ec3b9c60429576e9cbd327c89,2506,0,0,1,linux,BIC
b4def3509d18c1db9198f92d4c35065e029a09a1,0,1,2,2,linux,BIC
a21136345cb6f1a5b7f576701b6a454da5b6e606,10,0,6,1,linux,BIC
925346c129da1171222a9cdb11fa2b734d9955da,0,0,1,1,linux,BIC
49d535d64d52945e2c874f380705675e20a02b6a,0,197,0,3,linux,BFC
acd1ac3aa22fd58803a12d26b1ab7f70232f8d8d,3,0,0,1,linux,BFC
c9ac371d4b5982d2f179d42bb99781e510d55f50,4,0,0,1,linux,BFC
574c3c55e969096cea770eda3375ff35ccf91702,1,3,3,1,linux,BFC
ad18bbf369a6a49633f50be4d1bcc9b5aad422fc,0,0,1,1,linux,BFC
2fb3f6e12510b02cf17b7c394fc34359bb4bfd32,0,0,11,1,linux,BFC
72e0b15cb24a497d7d0d4707cf51ff40c185ae8c,0,1,1,1,linux,BFC
3e0d5699a975718efe048edc6f61fbe1cf50e51e,4,0,0,1,linux,BIC
fe23036192c95b66e60d019d2ec1814d0d561ffd,1,1,0,1,linux,BFC
b90efd2258749e04e1b3f71ef0d716f2ac2337e0,6,4,4,2,linux,BIC
13f81c099bee8141f764fd41a1f4b68b93be3296,1,0,0,1,linux,BFC
0fb3978b0aac3a5c08637aed03cc2d65f793508f,58,16,79,4,linux,BIC
4eff124347191d1548eb4e14e20e77513dcbd0fe,0,1,1,1,linux,BFC
9abb27c7594a62bbf6385e20b7f5a90b4eceae2f,52,0,2,1,linux,BIC
aec0f1aac58e81e88efe381dc5813e2e4d2858f2,755,8,11,5,linux,BIC
ac8c3f3df65e487bbcabf274eeeb9cd222f5da1e,58,0,0,3,linux,BIC
3bfd9103c7af07915a84a6849e718622936233c1,61,7,15,1,linux,BIC
84bbabc3a452e8085cfbd745ff0bff2b89074417,0,0,1,1,linux,BFC
8432b8114957235f42e070a16118a7f750de9d39,17,7,2,1,linux,BFC
a6f7d2aff623bb7572d4bca1caf5820e0cd5a586,5,0,0,2,linux,BIC
3772e5da445420543b25825ac2b5971f3743f6e8,64,0,10,1,linux,BIC
80edb722b919500450e83c49c20a9dc706de2fa6,0,0,2,1,linux,BFC
f40e74ffa3de44f7ef4c09653b070dd115ab7fbe,218,53,29,3,linux,BIC
cba1ec7e88a0257eb13e84d170a93cd52b702562,2,7,18,3,linux,BIC
8b1c9b2025491d7c86255fb773b00ecf94b53acc,24,0,9,1,linux,BFC
1e81dcc1ab7de7a789e60042ce82d5a612632599,13,0,1,1,linux,BFC
8d7a5f000e235f1dfc61862197d4e8e72c18c6fc,4,0,1,1,linux,BFC
b03cfc5bb0e11f88988e5da2805867e468d03ca1,220,22,49,1,linux,BIC
dedab7f0d3137441a97fe7cf9b9ca5dbd20ca9a5,0,0,1,1,linux,BFC
50ec42edd9784fad6a37b05be03064ea24098db6,16,0,6,1,linux,BIC
84dfe03ae2112b817d5221575d59ba616dc0c3e2,0,0,1,1,linux,BFC
342db04ae71273322f0011384a9ed414df8bdae4,10,0,5,3,linux,BFC
3486b85a29c1741db99d0c522211c82d2b7a56d0,0,2,2,1,linux,BFC
938aa33f14657c9ed9deea348b7d6f14b6d69cb7,5,0,3,2,linux,BFC
6bd65974dedd1e8638e6665e92ccbf26e8a67cbf,0,0,1,1,linux,BFC
bef8c056fba09aa4629fe5a2d3efe64068d049db,1,0,2,1,linux,BFC
e1f8f78ffe9854308b9e12a73ebe4e909074fc33,67,0,18,1,linux,BIC
8348e0460ab1473f06c8b824699dd2eed3c1979d,4,4,0,1,linux,BFC
83370b31a915493231e5b9addc72e4bef69f8d31,13,0,3,1,linux,BIC
defe21f49bc98b095300752aa1e19bb608f3e97d,15,17,0,2,linux,BIC
9c24eaf81cc44d4bb38081c99eafd72ed85cf7f3,8,0,1,1,linux,BFC
7bb5d91a4dda92e28b2704a3e7ebe94260ccd6f1,3,3,0,2,linux,BIC
55679c8d23d191c24ad133abc5647e3054ca8de1,0,0,1,1,linux,BFC
958afce98c2c86732483458c03540d3c6ef45254,32,26,1,1,linux,BFC
12bb3f7f1b03d5913b3f9d4236a488aa7774dfe9,5,4,11,1,linux,BFC
12e091389b29cddf26279fdf182b13b3a1583d0d,2,0,8,1,linux,BFC
192f6c29bb28bfd0a17e6ad331d09f1ec84143d0,0,0,1,1,linux,BFC
fc433829f9a29530d492f0eb20804ac5e6967204,0,0,1,1,linux,BFC
46517008e1168dc926cf2c47d529efc07eca85c0,0,69,1,4,linux,BIC
6333ef46bbe514a8ece6c432aab6bcf8637b2d7c,0,5,12,1,linux,BFC
f8f2835a9cf300079835e1adb1d90f85033be04c,122,0,7,6,linux,BIC
b559edfaf3f3f3eb726f99f65b181ab310b3d4bc,0,0,1,1,linux,BFC
50164d8f500f1cd211178f7b3d062987d68fe013,223,1,3,3,linux,BIC
2341e0775747864b684abe8627f3d45b167f2940,97,207,137,6,linux,BIC
be7be6e161a218e92c4e46b97ba59c1e40cfea9c,1,0,1,1,linux,BIC
670e90924bfe9cf80536eab66a31704e07b5fd00,68,0,0,1,linux,BIC
61b3317dd424a3488b6754d7ff8301944d9d17d7,0,0,5,2,linux,BFC
25cad69f21f5532d99e2ee73c8ab6512bcab614c,5,0,4,1,linux,BFC
89d8232411a85b9a6b12fd5da4d07d8a138a8e0c,11,0,0,1,linux,BIC
52d7e288444906aa5c99888e80a9cc1a1423ed92,0,0,1,1,linux,BFC
51ed73eb998a1c79a2b0e9bed68f75a8a2c93b9b,2,0,0,1,linux,BIC
e0ef0f68c4c0d85b1eb63f38d5d10324361280e8,2,0,2,1,linux,BFC
4512c43eac7e007d982e7ea45152ea6f3f4d1921,20,0,9,1,linux,BIC
eb63ecc1706b3e094d0f57438b6c2067cfc299f2,4,0,0,1,linux,BFC
c98c5daaa24b583cba1369b7d167f93c6ae7299c,0,2,1,1,linux,BFC
fbca0b284bd02bf83c9813168d1a58b6ec54d1ca,1,1,1,1,linux,BIC
220175cd3979fdb860decf757cc7a5980fdd045f,1,1,1,1,linux,BFC
49a8afca386ee1775519a4aa80f8e121bd227dd4,1,0,0,1,linux,BFC
c992a4f6a9b0a37c8bd7dfc727ecc3fed125c16b,2477,0,0,9,linux,BIC
f363a06642f28caaa78cb6446bbad90c73fe183c,0,0,1,1,linux,BFC
fd1cc9de64c2ca6c2b5b9061421580a22bfac023,299,0,8,3,linux,BIC
14c415862c0630e01712a4eeaf6159a2b1b6d2a4,6,0,0,1,linux,BFC
29e09229d9f26129a39462fae0ddabc4d9533989,1,0,3,1,linux,BFC
228a4a7ba8e99bb9ef980b62f71e3be33f4aae69,0,0,1,1,linux,BFC
f26cdc8536ad50fb802a0445f836b4f94ca09ae7,52,1,1,4,linux,BIC
3e2ffd655cc6a694608d997738989ff5572a8266,2,7,4,4,linux,BFC
5e55e2f5fc95b355d8aa649f346cff69904c8ade,29,0,12,2,linux,BIC
ede2059dbaf9c6557a49d466c8c7778343b208ff,0,8,45,18,linux,BIC
16c24801122e2961c588562f04707b98f9c84bbb,3,0,4,1,linux,BFC
749cc6f7ed509e1be04e9c26d9cdc3c1f0dd13b4,0,0,1,1,linux,BFC
cc35bbddfe10f77d949f0190764b252cd2b70c3c,266,0,0,3,linux,BIC
5f478e4ea5c5560b4e40eb136991a09f9389f331,5,0,2,1,linux,BFC
496b9bcd62b0b3a160be61e3265a086f97adcbd3,0,0,1,1,linux,BFC
eb356e6dc15a30af604f052cd0e170450193c254,2,0,0,1,linux,BFC
2d8fb8f3914b40e3cc12f8cbb74daefd5245349d,6,0,0,1,linux,BFC
b0b9395d865e3060d97658fbc9ba3f77fecc8da1,15,0,1,2,linux,BIC
552263456215ada7ee8700ce022d12b0cffe4802,4,1,0,3,linux,BFC
1fb12c5871521eab5fa428bf265841b1a3827a97,0,6,1,1,linux,BIC
58828680af495bc4863af3a006f2018c71714665,2,0,0,1,linux,BFC
f725d20579807a68afbe5dba69e78b8fa05f5ef0,5,0,5,1,linux,BFC
b299362ee48db8eab34208302ee9730ff9d6091c,2,0,0,1,linux,BFC
498683c6a7eec5e6ca4f8371d92061618f0827bc,23,0,2,2,linux,BIC
41f67d40a31d6b007d372461f171875fd940f17d,0,0,3,1,linux,BFC
530c11d432727c697629ad5f9d00ee8e2864d453,7,0,0,1,linux,BFC
b3ed23213eab1e08be594ad44b4237588c58af09,1,0,1,1,linux,BIC
9cbd48d5fa14e4c65f8580de16686077f7cea02b,17,0,15,1,linux,BFC
f4b027c5c8199abd4fb6f00d67d380548dbfdfa8,5,0,1,3,linux,BFC
7ff4cff637aa0bd2abbd81f53b2a6206c50afd95,0,2,1,1,linux,BFC
